num ex mark,num words,num chars,avg_word,stopwords,upper,ScoreAngry,ScoreDisgust,ScoreFear,ScoreHappy,ScoreSad,ScoreSurprise
0,9,53,5.0,5,0,0,0,0,0,1,0
2,19,102,4.668,6,0,0,0,0,1,0,1
0,32,162,4.094,18,0,0,0,1,0,2,0
0,36,195,4.445,21,0,0,0,0,0,0,0
0,40,178,4.21,16,1,0,0,0,0,0,0
0,15,81,4.465,5,0,1,0,0,0,0,0
0,14,87,5.285,5,0,0,0,0,0,0,0
0,46,204,4.184,15,4,3,1,4,1,1,1
0,7,46,5.715,3,0,1,1,1,0,1,1
0,36,187,4.223,14,0,0,0,0,0,0,0
0,2,19,9.0,0,0,0,0,0,0,0,0
0,16,89,4.625,7,0,0,0,0,0,0,0
0,10,56,4.7,2,1,0,0,0,0,0,0
0,11,50,3.637,5,0,0,0,0,0,0,0
0,57,288,4.07,30,0,0,0,1,0,0,0
0,9,43,3.889,2,0,2,2,2,0,2,0
0,8,44,4.625,3,0,0,0,0,0,0,0
0,3,17,5.0,0,0,1,1,1,0,2,0
0,7,51,6.43,1,0,1,1,1,0,1,1
0,30,146,3.9,13,0,0,0,0,1,1,1
0,16,115,7.145,4,0,0,0,0,1,0,0
0,19,102,4.42,8,1,0,0,0,0,0,0
1,12,61,4.168,7,0,0,0,0,2,2,0
0,12,62,4.25,7,0,0,0,0,0,0,0
0,29,142,3.932,14,0,0,0,0,0,1,0
0,10,59,5.0,2,1,0,0,0,0,0,0
0,6,33,4.668,1,0,0,0,0,0,0,0
1,29,138,3.928,7,2,1,0,1,1,1,0
0,8,54,5.875,3,0,0,0,0,0,0,0
0,34,161,3.766,20,0,0,0,0,0,0,0
0,22,104,3.773,11,0,0,0,0,0,0,0
0,10,47,4.223,2,0,0,0,0,0,0,0
0,9,44,4.0,3,0,0,0,0,0,0,0
0,24,124,4.207,13,0,0,0,0,0,1,0
0,21,77,3.8,7,1,0,0,0,1,1,0
0,19,89,3.736,7,1,0,0,0,0,0,0
0,24,103,4.445,6,2,0,0,1,1,0,1
1,25,132,4.5,13,2,0,0,0,1,0,0
0,23,116,4.086,11,0,0,0,0,0,0,0
0,11,58,4.363,4,0,1,1,1,0,1,0
3,8,36,3.625,1,4,1,1,1,0,3,0
0,32,169,4.312,15,0,0,0,0,0,0,0
0,17,93,4.812,3,1,0,0,0,0,0,0
0,11,53,4.3,1,0,0,0,0,0,0,0
0,22,138,5.57,6,0,0,1,1,0,0,0
0,21,140,5.715,8,0,0,0,0,1,0,0
0,17,78,3.646,9,0,0,0,0,2,2,0
0,9,50,5.25,1,0,0,1,1,3,1,1
0,14,69,4.0,9,0,0,0,0,0,0,0
0,22,118,4.85,8,1,0,0,0,2,0,2
0,38,199,4.26,21,0,1,0,1,0,0,1
0,43,178,3.777,18,2,1,0,0,0,1,0
0,11,61,4.637,5,0,0,0,1,0,1,0
1,21,136,5.523,7,0,0,0,0,0,0,0
0,7,44,5.43,2,0,0,0,0,0,0,0
0,22,112,4.137,11,0,0,0,0,0,0,0
0,11,61,4.637,3,0,0,0,0,1,0,0
0,4,18,3.75,2,0,0,0,0,1,0,0
0,19,103,4.473,7,0,0,0,0,1,0,1
0,13,73,4.69,5,1,0,0,0,0,0,0
1,9,68,7.5,0,0,0,0,0,0,0,0
0,10,28,3.8,2,0,0,0,0,0,0,0
0,9,58,5.555,3,0,0,0,0,0,0,0
0,18,99,4.555,5,1,0,0,0,0,0,0
1,14,83,5.0,5,1,0,0,0,1,0,0
0,20,109,4.5,11,0,0,0,0,0,0,0
2,7,33,3.857,2,0,1,1,1,0,2,0
0,39,200,4.152,21,0,0,0,0,0,0,0
0,16,81,4.125,8,0,0,0,1,0,1,0
0,11,56,4.184,1,0,0,0,0,2,0,2
0,9,47,4.332,4,0,0,0,0,0,0,0
0,23,130,4.695,7,0,0,0,0,0,0,0
0,20,122,5.15,7,0,0,0,0,2,0,1
4,21,116,5.05,4,3,0,0,0,0,0,0
0,15,71,3.8,8,0,0,0,0,1,1,0
1,6,40,7.0,0,0,0,0,0,0,0,0
1,5,39,7.0,0,1,0,0,0,0,0,0
0,18,93,4.223,7,0,0,0,0,0,0,0
0,7,38,4.57,4,0,0,0,0,0,0,0
0,26,143,6.21,7,0,0,0,0,1,0,0
0,10,53,4.4,4,0,0,0,1,0,0,0
0,27,137,4.11,14,0,0,0,0,0,0,0
0,13,107,7.31,3,0,0,0,0,0,0,0
1,7,45,5.57,3,0,0,0,0,0,0,0
2,19,106,4.633,8,0,0,0,1,0,1,1
0,22,104,3.773,7,0,0,0,0,0,0,0
0,18,81,3.555,10,0,0,0,0,0,0,0
0,7,44,5.43,2,0,0,0,0,0,0,0
0,26,119,3.615,13,0,0,0,0,0,0,0
0,5,22,3.6,0,1,0,0,0,0,0,0
0,8,40,4.125,4,0,1,0,2,0,0,0
0,11,28,3.0,1,1,1,1,0,0,0,0
1,23,115,4.043,8,0,0,0,0,0,0,0
0,20,81,4.43,5,2,0,0,1,4,0,1
0,7,39,4.715,3,0,0,0,0,1,0,0
0,12,58,4.273,3,1,0,0,0,0,0,0
0,10,46,3.7,7,0,1,0,0,1,0,1
7,5,33,5.8,1,1,0,0,0,0,0,0
0,5,31,5.4,2,0,0,0,0,0,0,0
0,4,16,3.25,1,1,0,0,0,0,0,0
0,15,53,3.9,3,1,1,0,1,1,1,1
6,31,140,3.666,9,4,0,0,0,1,0,1
2,17,88,4.5,8,0,0,0,0,0,1,0
0,15,78,4.266,8,0,0,0,0,0,0,0
0,16,96,5.062,7,0,1,0,1,0,0,0
0,4,22,4.75,1,0,0,0,0,0,0,0
0,7,45,5.57,3,0,0,0,0,0,0,0
0,7,43,5.285,2,0,0,0,2,0,0,0
0,30,146,3.9,17,0,0,0,0,1,0,0
0,7,34,4.0,4,0,0,0,0,0,0,0
0,25,138,4.75,7,1,2,1,2,1,1,1
0,8,38,3.875,3,0,0,0,0,1,0,0
0,20,114,4.75,8,0,0,0,0,1,1,0
0,12,44,4.715,3,0,0,0,0,0,0,0
0,36,156,3.361,20,0,0,0,0,0,0,0
2,11,86,6.91,1,0,0,0,0,0,0,0
0,14,85,5.145,3,1,0,0,0,0,0,0
0,6,25,3.334,3,0,0,0,0,1,0,0
0,13,53,3.154,5,0,0,0,0,0,0,0
3,29,135,3.69,7,2,0,0,0,1,0,0
0,25,130,4.24,5,0,0,0,0,0,0,0
2,10,69,6.0,4,0,0,0,0,0,0,0
1,12,58,4.273,3,2,0,0,0,1,0,0
0,4,21,4.5,1,0,0,0,0,0,0,0
1,14,65,4.0,3,2,0,0,0,0,0,0
0,49,234,3.797,26,0,0,0,0,0,0,0
0,16,73,3.625,9,1,0,0,0,0,0,0
1,10,64,5.5,3,0,0,0,0,0,0,0
0,4,18,3.75,1,0,0,0,0,0,0,0
0,16,70,3.438,10,0,0,0,0,1,1,0
1,11,50,3.637,4,0,1,1,2,0,1,0
0,10,55,4.6,2,0,0,0,0,0,0,0
0,14,81,4.855,4,0,0,0,0,1,0,0
1,8,33,3.25,3,1,0,0,0,1,0,0
1,14,71,4.46,1,0,0,0,0,0,0,0
0,20,105,4.3,12,0,0,0,0,0,0,0
0,13,64,4.0,4,0,0,0,0,0,0,0
0,14,79,4.715,6,0,0,0,1,0,1,0
0,36,167,3.666,18,0,0,0,0,0,0,0
0,21,96,3.62,15,0,0,0,0,0,0,0
0,7,29,3.285,4,0,0,0,0,1,0,0
1,17,97,4.766,9,0,1,1,1,0,1,0
0,12,44,4.715,1,2,0,0,0,0,0,0
1,5,26,4.4,2,0,0,0,0,0,0,0
0,25,133,4.543,12,1,0,0,0,0,0,0
0,28,136,3.893,11,2,0,0,0,0,0,0
0,31,147,3.773,14,0,0,0,0,0,0,0
0,19,90,3.79,9,1,0,0,0,0,0,0
0,16,81,4.4,6,1,0,0,0,0,0,0
0,28,139,5.332,9,1,0,0,0,0,0,0
0,13,64,4.0,6,0,0,0,0,0,0,0
0,6,9,4.0,0,0,0,0,0,1,0,1
0,34,183,4.41,18,0,1,2,1,1,2,1
0,8,52,5.625,2,0,0,0,0,0,0,0
0,27,137,4.11,13,0,0,0,0,3,1,1
1,18,74,3.354,9,1,0,0,1,2,0,0
0,6,35,5.0,1,0,0,0,0,2,0,1
0,15,69,3.666,8,0,0,0,0,0,0,0
0,21,100,3.809,9,0,1,0,1,1,0,1
0,35,203,4.83,21,0,0,0,0,0,0,0
1,26,160,5.4,5,4,1,0,0,0,0,0
0,11,62,4.727,7,0,0,0,0,0,0,0
0,23,125,4.477,13,0,0,0,0,0,0,0
1,17,86,4.375,6,0,1,1,1,0,1,0
0,7,35,4.832,2,0,0,0,0,0,0,0
1,2,31,15.0,0,0,0,0,0,0,0,0
4,27,138,4.31,6,0,0,0,0,2,0,0
0,7,30,3.428,4,0,1,0,1,0,1,0
0,19,88,3.889,5,0,0,0,1,0,1,0
0,11,53,3.908,6,0,0,0,0,0,0,0
0,7,17,5.5,0,0,0,0,0,0,0,0
0,5,28,4.8,2,0,0,0,0,0,0,0
0,37,154,3.934,15,1,1,1,1,0,1,0
0,25,122,3.92,15,0,0,0,0,0,0,0
0,55,267,3.873,35,0,1,0,1,1,0,0
0,7,38,4.57,3,0,1,1,0,1,0,0
0,50,256,4.14,26,0,0,1,0,1,0,0
0,20,99,4.0,10,0,1,1,1,0,0,1
4,6,44,6.5,3,0,0,0,0,0,0,0
0,15,87,4.867,5,5,0,1,0,0,1,0
0,13,76,4.92,4,2,0,0,0,0,0,0
0,2,18,8.5,0,0,0,0,0,0,0,0
0,18,89,4.0,12,0,0,0,0,0,0,0
0,25,120,3.84,12,0,1,0,1,0,1,1
0,20,100,4.05,9,1,4,4,1,0,4,4
0,8,36,3.625,2,0,0,0,0,2,0,1
0,11,52,3.818,7,0,1,0,0,1,0,1
0,25,134,4.4,11,0,0,0,0,0,0,0
0,19,110,4.844,10,1,2,1,1,0,1,0
0,7,32,3.715,4,0,0,0,0,0,0,0
2,12,83,6.547,2,0,0,0,0,0,0,0
0,7,36,4.285,3,0,0,0,0,1,0,1
0,35,138,2.97,23,0,0,0,1,1,1,1
0,26,128,3.96,14,0,0,0,0,0,0,0
5,9,64,6.223,1,0,0,0,0,0,0,0
0,24,120,4.22,11,3,0,0,0,1,1,0
0,54,239,4.227,19,4,0,0,0,0,0,0
4,23,133,4.824,7,4,0,0,0,1,1,0
0,22,87,4.125,8,1,0,0,0,0,0,0
0,12,82,6.453,2,0,0,0,0,0,0,0
0,24,134,4.625,8,2,0,0,0,0,0,0
0,9,43,3.889,5,0,2,1,1,0,1,0
0,15,75,4.066,8,0,0,0,0,0,0,0
0,18,96,4.39,11,0,0,0,0,0,0,0
0,9,41,3.666,5,0,0,0,0,0,0,0
0,42,207,3.953,21,0,0,0,0,1,0,0
0,9,29,5.25,0,0,0,1,0,0,0,0
3,10,61,5.2,1,2,0,0,0,1,0,1
0,5,20,3.2,2,0,0,1,0,0,0,0
0,1,7,7.0,0,0,0,0,0,1,0,0
0,23,113,4.137,10,2,0,0,0,2,0,2
0,16,65,4.547,6,0,0,0,0,0,0,0
0,33,170,4.184,17,0,0,0,0,0,0,0
0,7,36,4.285,3,0,0,0,0,0,0,0
0,24,135,4.87,9,1,2,0,0,2,1,0
0,6,28,3.834,3,0,1,0,1,0,0,0
0,29,120,3.834,10,1,0,0,0,0,0,0
0,23,102,3.479,17,0,1,0,2,0,2,0
0,51,262,4.156,26,0,0,0,0,1,0,1
0,41,219,4.367,17,0,0,1,0,1,0,1
0,32,146,3.594,15,0,0,0,0,0,0,0
0,7,32,3.715,3,0,0,0,0,0,0,0
1,4,29,8.664,0,0,0,0,0,1,0,0
0,13,62,4.168,2,1,0,0,0,0,0,0
0,12,53,3.5,3,0,0,0,0,0,0,0
0,7,41,5.0,2,0,0,0,0,1,0,1
0,8,50,5.375,4,0,0,0,0,1,0,0
0,31,180,4.84,12,0,0,0,0,0,0,0
0,8,38,3.875,5,0,0,0,0,0,0,0
0,7,30,3.428,3,0,0,0,0,0,0,0
0,21,90,3.5,7,1,1,0,1,0,2,0
0,11,58,4.363,5,0,0,0,0,0,0,0
0,9,46,4.223,3,0,0,1,0,1,1,2
0,6,33,4.668,2,1,0,0,0,0,0,0
0,19,83,3.611,8,0,0,0,0,1,0,0
1,4,29,6.5,0,0,1,1,1,0,1,0
0,5,32,7.0,0,0,1,0,1,0,1,0
0,7,37,4.43,4,0,0,0,1,1,1,0
0,18,89,4.0,11,0,0,0,0,2,0,0
0,18,69,3.059,6,0,1,1,1,1,1,1
0,13,48,4.5,3,0,1,1,1,0,1,0
0,9,51,4.777,3,0,1,0,0,1,0,1
0,7,29,3.285,0,1,0,0,0,1,0,1
0,23,130,4.91,8,1,0,0,0,0,0,0
0,23,133,4.824,11,0,2,1,3,0,1,1
0,8,45,4.75,4,0,0,0,0,0,1,0
0,30,141,3.732,14,0,0,0,1,0,0,0
0,16,80,4.062,8,0,1,1,1,0,1,0
0,10,46,3.7,3,0,0,0,0,0,0,0
0,10,63,5.4,3,0,0,0,1,1,0,1
0,8,49,5.25,3,0,0,1,1,1,1,1
0,10,71,7.75,1,0,0,0,0,2,0,2
0,10,53,4.4,4,0,0,0,0,1,0,0
0,12,58,3.916,6,0,0,0,0,0,0,0
0,46,266,4.805,22,0,0,0,0,1,0,0
0,13,47,2.691,8,0,1,1,1,0,0,1
0,22,121,4.76,8,1,0,0,0,0,0,0
1,6,38,5.5,1,1,0,1,0,1,0,0
0,25,130,4.24,10,1,0,0,0,0,0,0
0,11,63,4.816,2,1,0,0,0,1,0,1
1,13,74,4.77,4,0,1,1,0,0,1,0
0,22,123,4.637,7,0,0,0,0,1,0,0
0,16,73,3.867,5,1,0,1,0,0,1,0
1,30,138,3.893,11,0,1,1,0,0,1,1
1,26,120,4.13,7,2,0,0,0,1,0,0
0,18,77,3.53,9,1,0,0,0,0,0,0
0,16,86,4.438,9,1,0,0,0,0,0,0
0,26,113,3.385,17,0,0,0,0,1,0,0
0,32,150,3.719,10,0,0,0,0,0,0,0
0,8,22,5.0,0,0,0,1,0,0,1,0
0,24,143,5.0,7,0,0,0,0,1,0,1
4,25,133,4.543,7,1,0,0,0,0,0,0
0,12,54,4.3,1,2,0,0,0,0,0,0
0,14,69,4.0,7,0,0,0,0,0,0,0
0,26,128,3.96,12,0,0,0,0,0,0,0
0,11,53,3.908,5,0,0,0,0,0,0,0
0,20,94,3.947,9,2,0,0,0,0,0,0
0,22,91,3.5,12,2,0,0,0,2,2,0
0,9,54,5.11,4,0,0,0,0,0,0,0
0,30,141,3.732,18,0,0,1,1,1,0,0
0,12,65,4.5,4,0,0,0,0,0,0,0
0,17,86,4.117,9,0,0,1,0,1,0,0
0,20,94,3.75,5,10,0,0,0,0,0,0
0,5,41,7.4,1,0,0,0,0,0,0,0
0,10,58,4.9,4,0,0,0,0,0,0,0
0,4,23,5.0,1,0,0,0,0,1,0,1
0,18,95,4.59,5,0,0,0,0,2,0,1
0,11,37,4.5,3,0,1,0,1,0,0,0
0,7,36,4.285,3,0,0,0,0,2,0,1
0,23,117,4.13,8,0,0,0,0,0,0,0
0,23,132,4.78,10,0,0,0,1,1,0,0
0,9,45,4.11,2,1,0,0,0,0,0,0
1,7,25,3.166,1,1,0,1,0,1,0,1
0,18,88,3.945,8,0,0,0,0,1,0,0
0,5,24,4.0,4,0,2,2,2,1,2,1
3,24,116,3.875,13,0,0,0,0,1,0,1
0,6,37,5.332,2,1,0,0,0,0,0,0
0,13,65,4.08,7,0,1,1,1,0,1,0
2,20,88,3.834,9,0,0,0,0,1,1,0
0,22,111,4.285,11,0,0,0,0,0,0,0
0,20,96,3.85,7,0,0,0,0,0,1,0
0,11,60,4.547,3,1,0,0,1,2,0,1
0,45,213,3.756,26,0,0,0,0,0,0,0
1,15,67,4.08,3,0,0,0,0,0,0,0
0,20,88,3.45,9,3,0,0,0,0,0,0
1,16,75,3.75,5,0,1,1,1,0,1,0
0,7,31,3.572,4,0,0,0,0,0,0,0
0,13,65,4.08,6,0,0,0,1,0,0,0
0,14,79,4.715,5,0,0,0,0,0,0,0
0,8,48,5.125,3,0,1,0,0,3,0,1
0,9,39,3.445,5,0,2,3,2,0,3,1
0,12,69,5.273,4,0,0,0,0,0,0,0
0,9,42,3.777,3,1,0,0,0,1,0,0
0,28,140,4.035,15,0,0,0,0,0,0,1
0,10,66,5.7,4,0,1,1,1,0,1,0
0,15,85,4.734,6,0,1,1,1,0,1,1
0,15,79,4.332,6,0,0,0,0,0,0,0
0,12,55,3.666,5,1,0,0,0,0,0,0
0,10,54,4.5,2,0,0,0,0,0,0,0
0,27,141,4.258,13,0,0,0,0,2,0,1
1,2,22,10.5,0,0,0,0,0,0,0,0
0,13,60,3.691,6,1,0,0,0,1,0,1
0,10,51,4.2,4,0,0,0,1,0,0,0
0,3,15,4.332,1,0,0,0,2,2,1,1
0,30,124,3.959,11,3,0,0,0,1,0,1
1,13,66,4.5,5,0,0,0,1,1,1,0
0,15,78,4.266,4,0,0,0,0,0,0,1
0,20,103,4.2,8,2,0,0,0,1,1,0
0,12,56,3.75,3,1,0,0,0,0,0,0
0,17,79,3.705,5,3,0,0,0,0,0,0
0,38,230,5.08,18,0,0,0,0,0,0,0
0,2,18,8.5,0,0,0,0,0,1,0,0
0,27,131,3.889,17,0,0,0,0,0,0,0
1,14,80,4.785,5,1,0,0,0,1,0,0
0,18,114,5.39,3,0,0,0,0,4,4,1
0,16,73,3.625,9,0,0,0,0,0,0,0
0,14,88,5.77,5,1,2,1,1,2,2,1
2,24,135,4.668,4,0,0,0,0,1,0,0
0,20,98,3.95,12,0,0,0,0,1,0,0
1,12,84,6.637,3,0,0,0,0,1,0,0
0,7,42,5.145,2,0,0,0,0,1,0,0
0,19,103,4.473,9,0,0,0,0,0,1,0
0,7,36,4.285,2,0,0,0,1,2,0,1
0,42,196,4.43,15,2,0,0,1,0,0,0
0,14,73,4.285,7,1,0,0,0,0,0,0
0,9,63,6.875,1,0,0,0,0,0,0,0
0,19,95,4.05,12,0,0,0,0,0,0,0
6,17,94,4.59,5,0,0,0,0,0,0,0
0,23,127,4.566,12,0,0,0,1,1,0,1
0,12,58,3.916,5,0,0,0,0,0,0,0
0,22,128,4.863,10,0,0,0,0,0,0,0
0,16,85,4.668,3,0,1,1,1,1,1,0
0,25,132,4.5,13,0,0,0,0,0,0,0
0,24,100,3.209,15,0,1,1,1,0,1,0
0,6,38,5.5,1,0,1,1,1,0,1,0
1,7,36,4.285,2,0,1,1,0,0,0,0
2,4,37,8.5,2,0,0,0,1,0,0,0
0,24,129,4.418,10,0,0,0,0,0,1,0
0,20,118,4.95,9,0,0,0,0,1,0,0
0,13,98,6.617,3,1,0,0,0,0,0,0
0,4,32,7.25,0,0,0,0,0,0,0,0
0,17,80,3.766,9,0,0,0,0,0,0,0
0,19,94,4.0,10,3,0,0,0,0,0,0
0,5,29,5.0,2,1,0,0,0,0,0,0
0,13,60,3.691,5,0,0,0,0,0,0,0
0,19,97,4.156,12,0,0,0,0,1,0,1
0,21,112,4.6,7,0,1,1,0,1,0,0
0,6,34,4.832,3,1,0,0,0,1,0,1
0,21,97,4.277,5,0,0,0,0,0,0,0
0,6,24,3.166,3,0,0,0,0,0,0,0
0,12,49,3.166,7,0,0,0,0,0,0,0
0,8,41,4.25,4,0,1,1,1,0,1,0
0,13,80,5.23,6,0,0,0,0,0,0,0
1,14,108,6.785,5,0,2,2,2,2,2,1
0,19,91,3.842,11,0,1,1,0,0,1,0
3,11,53,3.908,4,1,1,1,1,1,1,1
0,14,72,4.215,7,0,0,0,0,3,0,1
0,22,113,4.184,12,0,1,1,0,0,0,0
0,15,59,3.215,7,0,0,0,0,1,1,1
0,8,35,4.0,2,0,1,1,2,1,2,2
0,6,30,4.168,3,0,0,0,0,0,0,0
0,4,18,3.75,1,0,0,0,0,0,0,0
0,15,84,4.668,5,0,2,0,0,0,0,0
0,8,32,3.125,3,1,0,0,0,1,0,0
0,15,64,3.572,5,0,0,0,1,1,0,1
0,14,76,4.5,5,0,1,1,0,0,1,0
0,14,48,3.889,4,2,1,0,1,0,1,0
0,4,20,4.25,0,1,0,0,0,0,0,0
0,12,113,8.5,3,0,0,0,0,0,0,0
0,9,67,6.555,3,1,0,0,0,0,0,0
0,26,132,4.117,14,0,0,0,0,0,0,0
1,17,105,5.562,5,1,0,0,0,0,0,0
0,20,97,4.105,8,1,0,0,0,2,0,0
0,6,29,4.0,3,0,0,0,0,1,0,0
0,11,35,4.168,1,0,0,1,0,1,0,0
0,12,56,3.75,8,0,0,0,2,0,2,0
0,21,87,4.465,6,1,0,0,0,0,0,0
1,18,105,4.89,5,1,2,0,0,1,0,0
0,7,37,4.43,1,0,0,0,0,0,0,0
0,27,137,4.11,13,0,0,0,0,0,0,0
0,10,45,3.6,3,0,0,0,0,0,0,0
0,12,73,5.168,3,0,1,1,1,0,1,0
0,6,32,4.5,2,0,0,0,0,0,0,0
2,19,101,4.61,6,2,0,0,0,0,0,0
0,14,73,4.285,6,0,0,0,0,0,1,0
0,25,111,3.48,11,0,1,1,1,1,1,0
0,10,54,4.5,4,0,0,0,1,0,1,0
2,18,99,4.824,4,2,0,0,0,0,0,1
0,8,55,8.0,1,0,0,0,0,0,0,0
0,19,89,3.945,6,0,0,0,0,0,1,0
0,7,42,5.145,4,0,0,0,0,0,0,0
0,11,61,4.637,3,0,0,1,0,0,0,0
0,10,58,4.9,2,1,0,0,0,0,0,0
0,5,34,6.0,3,0,0,0,1,1,1,0
0,13,64,4.0,5,3,0,0,0,2,0,1
0,10,25,3.2,1,1,0,0,0,1,0,0
0,31,156,4.066,16,0,0,0,0,0,0,0
0,11,73,5.727,3,2,1,0,1,0,0,0
0,24,104,3.375,14,0,0,0,0,0,0,0
0,8,43,4.5,3,0,0,0,0,0,0,0
0,38,149,3.613,16,4,0,0,0,1,0,1
0,17,87,4.734,6,0,0,2,0,0,1,0
1,17,76,3.53,10,0,0,0,0,1,0,1
1,4,33,7.5,0,0,0,0,0,3,1,1
0,24,139,4.832,13,0,0,0,0,0,0,0
1,14,65,3.715,8,0,0,0,0,0,0,0
0,23,125,4.477,10,0,0,0,0,2,0,0
0,15,87,4.867,9,0,1,1,0,0,0,0
0,30,146,3.9,17,0,0,0,2,0,2,0
0,17,86,4.117,7,0,0,0,0,2,0,2
0,22,97,3.455,13,0,0,0,0,0,0,0
0,6,36,5.168,2,0,0,1,0,0,0,0
0,19,91,5.617,6,0,0,0,0,1,1,1
0,32,148,3.656,17,0,0,0,0,0,0,0
0,5,27,4.6,2,0,0,0,1,0,1,0
0,18,86,3.834,9,0,0,0,1,0,0,0
1,15,69,3.666,5,1,0,0,1,0,0,0
3,8,48,5.125,3,0,0,0,0,0,0,0
0,17,92,4.75,4,0,0,0,0,0,0,0
0,12,66,4.582,3,1,1,1,0,0,0,0
0,13,70,4.46,7,0,2,2,2,0,2,0
3,22,127,4.816,10,0,2,0,1,0,1,1
0,7,37,4.43,3,0,0,0,0,1,0,0
4,10,50,4.1,4,0,0,0,0,1,0,1
1,12,78,5.582,2,0,1,1,1,0,1,0
1,20,104,4.25,9,1,1,1,0,0,1,0
0,16,91,4.75,7,0,0,0,0,0,0,0
0,14,67,3.857,8,0,0,0,2,2,1,0
0,7,42,5.145,2,0,0,1,1,2,1,1
0,20,77,4.145,6,2,0,0,0,0,0,0
0,13,70,4.46,6,0,0,0,0,0,0,0
0,13,61,4.082,6,0,1,0,1,1,0,0
0,7,52,6.57,2,0,1,0,0,0,0,0
0,6,41,6.0,1,0,0,0,0,0,0,0
1,24,132,4.543,8,2,0,0,0,0,0,0
0,9,38,3.334,4,0,1,0,1,1,0,1
0,25,104,4.21,7,0,0,0,0,1,0,0
2,17,85,4.06,6,1,0,0,0,1,0,0
2,13,76,4.92,4,2,0,1,0,0,0,1
0,10,45,3.6,4,0,0,0,0,1,0,1
0,18,96,4.39,9,1,0,1,0,2,1,1
3,28,124,3.465,13,1,1,1,0,0,1,0
0,15,73,4.215,4,1,1,1,1,0,1,0
0,21,73,3.533,6,2,1,1,1,0,1,0
1,10,61,5.2,2,0,0,0,0,0,0,0
0,12,57,4.184,5,0,1,1,1,2,2,2
1,9,70,6.89,1,2,0,0,0,2,1,0
1,17,97,5.062,4,0,0,0,0,0,0,0
0,11,50,3.637,4,0,0,0,0,0,0,0
0,6,29,4.0,3,1,0,0,0,0,0,0
0,26,133,4.152,15,0,0,0,0,1,0,0
0,4,19,4.0,1,0,0,0,0,0,0,0
0,6,30,4.168,3,0,1,0,0,1,2,0
0,26,152,4.883,14,0,0,0,0,1,0,1
1,13,60,4.0,6,0,0,0,0,0,0,0
0,20,84,4.645,6,1,0,0,0,1,0,0
0,16,101,5.375,4,3,0,0,0,0,0,0
0,12,61,4.547,5,0,0,0,0,1,0,0
0,13,59,3.615,7,0,0,0,0,0,0,0
0,10,71,6.2,3,0,0,0,0,0,0,0
2,2,17,8.0,0,0,0,0,0,1,0,1
0,16,67,4.727,6,1,0,0,0,0,0,0
0,13,43,3.875,2,0,0,1,0,0,0,0
0,19,114,5.05,7,0,0,0,0,0,0,0
0,8,48,5.125,2,0,0,0,0,1,0,1
1,23,105,3.61,11,3,0,0,0,0,0,0
0,21,94,3.523,10,3,0,0,0,0,0,0
0,11,45,5.832,1,0,1,0,1,0,0,0
0,8,42,5.0,1,0,0,0,0,0,0,0
0,5,23,3.8,3,0,0,0,0,0,0,0
0,11,65,5.0,5,1,0,0,0,0,0,0
0,16,72,3.562,9,0,0,0,0,0,0,0
1,2,24,11.5,0,0,0,0,0,0,0,0
1,9,58,5.555,3,0,0,0,1,0,1,0
0,10,61,5.2,4,0,0,0,0,0,0,0
0,21,102,3.904,12,0,0,0,0,0,0,0
0,13,48,4.5,1,0,1,1,1,0,1,0
1,12,68,6.332,1,0,0,1,0,0,0,0
0,23,106,3.652,13,0,0,0,0,0,0,0
1,22,125,4.727,6,0,0,0,0,0,0,0
0,17,111,5.59,5,0,1,0,1,0,0,0
1,28,133,3.785,11,1,0,0,0,0,0,0
0,24,123,4.547,7,0,0,0,0,0,0,0
0,6,32,4.5,2,0,0,0,0,1,1,0
0,43,239,4.582,21,0,0,0,0,3,2,0
0,34,154,3.559,20,0,0,0,0,1,0,0
1,21,92,3.6,8,2,0,0,0,0,0,0
0,10,62,5.3,3,0,0,0,0,1,1,0
0,14,95,5.855,2,0,0,0,1,0,1,0
0,7,45,5.57,2,1,0,0,0,0,0,0
0,5,34,6.0,0,0,1,0,1,1,0,0
0,10,35,5.2,0,1,0,0,0,0,0,0
0,7,34,4.668,0,1,2,1,1,0,1,0
0,22,114,4.227,12,0,0,0,0,0,0,0
0,12,45,3.4,2,1,0,0,0,1,0,0
0,14,84,5.07,4,0,0,0,1,0,1,0
0,28,137,3.928,10,0,0,0,0,0,0,0
0,17,115,5.824,4,2,0,0,0,1,0,1
0,12,62,4.25,6,0,1,1,0,1,2,0
3,28,138,4.11,10,0,1,1,0,0,0,0
0,20,98,4.39,6,0,0,0,1,0,0,0
0,19,101,4.367,7,0,0,0,0,0,1,0
0,27,126,3.703,15,0,0,0,0,1,1,0
1,25,122,4.453,7,2,0,0,0,0,0,0
1,16,94,5.266,5,0,0,0,0,0,0,1
0,16,78,3.938,9,0,0,0,0,0,0,1
0,6,40,5.832,2,0,0,0,1,0,1,1
0,12,52,5.855,1,0,0,0,0,0,0,0
0,23,123,4.59,11,1,0,1,2,1,0,0
0,10,55,5.11,4,0,0,0,0,2,0,1
0,5,21,3.4,2,1,2,1,1,0,0,0
0,7,23,8.5,0,0,0,0,0,0,0,0
0,54,296,4.5,27,0,0,0,0,0,0,0
0,11,58,4.363,5,0,0,0,0,0,0,0
0,15,89,5.355,4,1,0,0,0,0,0,0
